B_0	B_1	B_2	B_3	B_4	B_5	B_6	B_7	B_8	B_9	B_10	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	AveActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
1	0	#	1	1	0	0	1	1	#	1	1	1000.0	0.00	211.06	1	3	0	88.3	999872	988676	0.8	88.33333333333333	9
0	0	0	#	1	#	0	#	0	#	0	1	0.0	0.09	24.82	1	3	0	189.1	999859	988684	0.6	189.0909090909091	44
1	#	0	#	1	0	1	1	0	1	1	0	0.0	10.00	8.06	1	0	0	101.6	998934	988694	0.8	101.6	10
#	#	1	1	#	#	1	1	1	#	0	1	977.5	30.71	34.99	1	4	0	168.8	999764	988695	0.5	168.84269662921352	89
1	1	1	#	0	#	1	1	1	0	#	1	1000.0	0.68	43.10	1	0	0	154.5	999165	988695	0.7	154.45833333333334	24
1	1	1	0	1	0	0	1	#	#	0	1	666.7	483.60	2.85	1	0	0	72.4	998838	988698	0.8	72.44444444444444	9
1	#	1	#	#	1	1	0	1	0	1	1	1000.0	24.46	0.01	1	0	0	217.9	999819	988700	0.7	217.9375	16
1	#	1	#	1	1	#	1	#	#	#	1	991.9	9.97	48.52	1	4	0	236.6	999954	988701	0.5	236.60421938723516	166
1	#	1	1	1	#	0	0	1	#	1	1	1000.0	0.00	29.63	1	0	0	149.3	999303	988705	0.7	149.34782608695653	23
1	#	1	1	#	#	#	#	1	0	1	1	988.2	13.41	30.11	1	4	0	188.2	999974	988705	0.5	188.24705882352936	85
1	0	0	1	1	#	1	0	1	1	0	0	0.0	0.00	96.38	1	1	0	69.3	996906	988714	0.9	69.33333333333333	6
#	0	#	1	#	0	1	1	1	1	1	1	1000.0	1.30	44.47	1	2	0	127.7	999932	988716	0.7	127.70833333333333	24
0	#	1	#	1	1	1	1	#	1	#	0	0.0	0.43	18.15	1	0	0	214.3	999524	988721	0.6	214.3111111111111	45
0	1	#	1	#	1	0	1	0	0	0	1	272.7	383.48	0.00	1	0	0	73.4	999679	988722	0.8	73.36363636363636	11
#	1	1	#	#	1	1	0	1	1	#	0	0.0	0.00	21.47	1	0	0	218.2	999936	988725	0.6	218.2156862745098	51
#	1	#	#	#	1	1	1	#	#	#	0	46.2	96.70	1.47	1	8	0	185.3	999993	988726	0.4	2443.973270243832	359
#	1	1	#	1	#	1	0	#	0	#	1	839.1	253.56	1.29	1	1	0	108.7	999756	988728	0.5	1644.818956290324	87
0	0	0	0	0	#	#	0	#	#	1	1	0.0	0.00	24.61	1	0	0	217.2	999403	988730	0.6	217.25	40
#	1	1	#	1	#	1	#	#	#	0	1	897.9	168.82	2.16	1	6	0	139.6	999756	988732	0.5	139.63239682749173	176
1	1	#	#	1	0	1	1	#	0	0	1	821.4	251.20	15.84	1	2	0	96.0	999357	988732	0.7	96.03571428571429	28
#	#	0	0	0	0	#	0	#	#	0	1	0.0	0.00	18.27	1	0	0	288.5	999889	988736	0.5	288.53086419753066	81
0	1	0	#	1	#	1	0	#	0	0	1	55.6	148.12	0.00	1	0	0	94.9	999402	988750	0.7	94.88888888888889	18
1	0	1	#	#	1	#	1	1	#	1	1	1000.0	0.25	30.91	1	2	0	199.9	999903	988754	0.6	199.93181818181822	44
1	1	1	1	1	#	#	#	1	1	0	0	0.0	0.00	15.07	1	0	0	243.3	999661	988755	0.7	243.34782608695653	23
0	0	#	#	#	#	0	#	1	#	0	0	911.5	150.09	2.22	1	3	0	142.1	999989	988756	0.5	142.08066749443063	179
0	0	#	0	0	0	#	#	#	0	0	0	1000.0	0.00	7.66	1	0	0	370.7	999757	988761	0.6	370.72340425531917	47
#	0	0	#	#	0	0	#	1	#	#	0	920.8	143.97	3.59	1	3	0	142.0	999989	988763	0.5	142.03627268874556	166
0	1	1	1	0	0	0	0	#	#	0	1	0.0	0.00	71.69	1	1	0	90.2	999216	988764	0.8	90.16666666666667	12
0	1	1	#	0	0	0	#	#	0	#	1	87.0	147.33	8.59	1	2	0	131.9	999984	988764	0.6	131.91304347826087	46
#	0	0	#	#	#	0	#	#	0	0	1	20.0	30.07	18.03	1	9	0	234.1	999979	988766	0.5	234.0786059324229	165
1	0	0	#	#	#	0	1	0	0	0	1	0.0	0.00	40.55	1	1	0	174.9	999979	988767	0.7	174.91666666666666	24
#	0	0	1	0	0	#	#	0	#	#	0	970.0	41.75	13.90	1	3	0	166.9	999817	988771	0.5	166.94999999999996	100
0	#	0	0	#	0	#	#	1	#	#	0	940.7	103.85	3.01	1	3	0	148.9	999815	988783	0.5	148.922912180385	177
1	1	1	1	0	0	1	#	#	#	1	1	1000.0	0.00	38.31	1	1	0	148.8	999923	988784	0.7	148.82608695652175	23
1	1	#	#	1	0	#	1	#	1	0	0	45.5	57.74	33.91	1	4	0	123.5	999895	988785	0.6	123.52272727272725	44
1	1	1	0	#	#	1	#	#	1	0	0	45.5	68.77	13.89	1	2	0	126.4	999540	988787	0.6	126.38636363636365	44
#	1	1	1	#	#	#	#	1	#	1	1	974.1	39.25	7.96	1	5	0	214.8	999992	988789	0.5	214.80665754229244	164
0	0	1	0	#	0	0	1	#	1	1	0	875.0	171.49	0.00	1	0	0	79.6	999044	988791	0.8	79.625	8
0	1	#	1	1	#	#	0	1	#	1	0	65.2	120.97	5.00	1	3	0	120.3	999720	988803	0.6	120.26086956521739	46
#	0	#	1	1	1	#	#	1	1	#	0	21.7	53.24	2.92	1	1	0	169.1	999909	988811	0.5	169.06521739130437	92
0	0	1	#	0	1	0	#	0	0	#	0	1000.0	10.19	0.48	1	0	0	133.0	998563	988812	0.7	133.0	18
0	#	#	1	1	0	#	1	1	1	0	1	789.5	348.02	18.21	1	1	0	86.5	999790	988813	0.7	86.52631578947368	19
1	1	1	#	#	0	1	0	1	0	1	1	1000.0	0.00	30.14	1	3	0	129.1	999923	988820	0.8	129.0909090909091	11
1	1	1	0	0	0	1	0	1	0	1	1	1000.0	0.00	58.82	1	0	0	75.0	992916	988820	1.0	75.0	2
#	1	#	0	0	#	#	0	0	1	#	0	841.5	263.00	5.15	1	4	0	105.4	999982	988828	0.5	105.42682926829268	82
#	#	1	#	0	1	#	1	1	1	#	0	36.1	90.10	1.56	1	2	0	181.9	999970	988829	0.5	2261.208267871423	83
1	#	1	1	#	#	#	1	1	1	0	1	1000.0	4.36	13.57	1	1	0	214.1	999801	988831	0.6	214.11111111111111	45
0	1	0	1	#	1	0	1	1	1	1	1	1000.0	0.00	31.92	1	0	0	98.8	997522	988832	0.9	98.75	4
0	1	0	1	#	1	#	1	#	1	1	1	1000.0	0.00	68.56	1	3	0	115.2	999580	988832	0.7	115.23809523809524	21
#	0	#	0	0	#	#	0	0	#	0	1	0.0	0.00	21.32	1	3	0	288.9	999827	988835	0.5	288.85869565217394	92
#	0	1	#	0	0	#	1	0	1	0	1	95.2	127.34	22.85	1	1	0	107.5	999363	988838	0.7	107.47619047619048	21
#	1	1	#	#	#	#	1	#	0	1	1	882.0	221.24	2.60	1	2	0	138.3	999992	988841	0.5	138.29154472704226	171
1	1	1	#	#	#	#	#	#	1	1	1	987.1	19.95	9.72	1	3	0	230.8	999954	988850	0.5	230.84557819683366	165
1	1	1	#	1	1	#	#	0	0	0	1	894.7	186.63	0.00	1	0	0	88.1	999093	988853	0.7	88.05263157894737	19
0	#	1	1	1	0	0	1	#	1	1	0	0.0	0.96	37.19	1	0	0	115.8	999445	988857	0.8	115.82352941176471	17
1	#	0	0	0	0	0	#	#	1	0	0	1000.0	0.00	35.65	1	1	0	176.1	999410	988861	0.7	176.0909090909091	22
1	1	#	0	0	#	#	#	0	#	0	0	855.6	283.97	1.53	1	1	0	110.2	999982	988861	0.5	1402.6622023255536	90
#	1	0	#	1	1	#	1	0	1	1	1	1000.0	0.00	36.22	1	0	0	172.8	999580	988865	0.7	172.82142857142858	28
#	0	0	#	1	1	1	1	1	1	#	0	0.0	5.20	25.11	1	0	0	177.1	999296	988866	0.7	177.0909090909091	22
#	#	#	#	1	1	0	1	1	#	1	1	959.5	68.76	18.72	1	4	0	174.4	999739	988869	0.5	174.3648648648648	74
0	#	#	0	0	1	1	0	#	0	#	0	953.5	81.14	12.01	1	1	0	105.8	999845	988871	0.6	105.76744186046511	43
#	1	0	#	#	0	1	1	1	#	1	0	107.1	225.71	11.77	1	3	0	139.7	998886	988882	0.6	139.6785714285714	28
1	1	0	1	#	1	#	#	1	#	1	1	1000.0	0.00	43.67	1	2	0	219.0	999892	988883	0.6	218.96	50
0	0	#	#	0	0	0	#	#	1	#	0	976.2	29.81	24.45	1	4	0	183.1	999352	988901	0.5	183.07142857142858	84
#	0	#	1	#	0	0	#	0	0	#	0	964.3	71.48	5.44	1	4	0	163.3	999938	988902	0.5	163.26190476190473	84
1	0	#	1	#	1	1	0	1	1	#	1	1000.0	0.00	40.14	1	1	0	160.8	999312	988910	0.7	160.7916666666667	24
1	1	1	#	0	#	1	1	1	#	0	0	0.0	0.00	32.62	1	0	0	194.3	999459	988911	0.7	194.27272727272728	22
#	#	#	1	#	#	#	1	1	1	0	0	107.6	190.55	3.87	1	6	0	137.1	999970	988916	0.5	137.05758239301466	167
#	0	0	0	0	#	0	1	#	#	0	0	1000.0	0.00	27.35	1	1	0	210.4	999164	988924	0.6	210.4418604651163	43
0	#	0	0	#	0	0	#	#	#	0	0	1000.0	0.19	25.13	1	0	0	308.0	999398	988926	0.5	308.01086956521743	92
0	#	0	0	#	0	1	#	0	0	#	1	0.0	0.00	35.57	1	1	0	206.0	999613	988930	0.6	206.0188679245283	53
1	0	#	0	#	1	0	0	0	0	1	0	1000.0	0.00	48.80	1	1	0	111.5	999307	988937	0.8	111.46153846153847	13
1	0	#	0	1	0	1	1	#	1	1	1	1000.0	0.00	25.51	1	0	0	127.2	998848	988944	0.8	127.2	10
#	0	1	1	#	#	1	1	0	#	#	0	186.0	270.05	4.17	1	1	0	112.1	999987	988951	0.5	112.12790697674419	86
#	0	1	1	0	1	#	1	0	#	1	0	95.2	241.26	1.98	1	1	0	82.5	999987	988951	0.7	82.47619047619048	21
0	0	0	#	#	#	#	0	1	0	0	0	1000.0	0.20	38.51	1	0	0	207.4	999298	988953	0.6	207.35416666666666	48
#	1	#	1	1	1	#	0	0	#	#	1	833.3	256.87	1.59	1	0	0	110.7	999960	988954	0.5	1352.2235182903376	78
1	#	1	1	0	0	#	1	1	#	0	1	941.2	106.24	14.25	1	1	0	107.6	999730	988955	0.7	107.58823529411765	17
#	0	0	1	0	0	#	#	0	0	#	1	0.0	0.00	21.92	1	0	0	261.2	999802	988956	0.6	261.175	40
0	1	#	0	1	0	0	1	#	1	0	0	700.0	558.57	0.00	1	0	0	78.2	998464	988957	0.8	78.2	10
#	#	0	0	0	0	#	#	0	#	#	0	981.0	27.41	10.46	1	6	0	233.8	999956	988960	0.5	233.84948556803636	178
0	1	1	#	0	0	#	0	1	1	0	0	857.1	296.43	0.00	1	0	0	65.0	997678	988961	0.8	65.0	7
#	0	#	1	#	0	0	#	0	0	1	0	936.2	125.25	4.22	1	0	0	114.1	999938	988967	0.6	114.12765957446808	47
0	#	1	1	#	#	1	1	#	1	1	0	0.0	0.00	29.74	1	0	0	204.5	999905	988972	0.6	204.52173913043478	46
0	0	0	0	0	0	#	#	0	1	1	1	0.0	0.00	20.53	1	0	0	200.5	999213	988973	0.8	200.5	10
0	1	1	1	0	#	0	#	0	1	0	1	100.0	382.90	0.00	1	0	0	67.7	999216	988976	0.8	67.7	10
#	#	0	0	#	#	0	0	0	#	0	1	0.0	0.00	16.52	1	0	0	273.2	999827	988978	0.5	273.1785714285714	84
1	#	0	#	#	0	0	0	1	0	#	0	972.2	41.03	25.97	1	3	0	126.0	999694	988984	0.6	125.97222222222223	36
#	0	#	0	#	1	0	#	#	0	0	1	12.0	31.40	3.10	1	1	0	176.4	999916	988990	0.5	176.3614457831325	83
#	1	#	1	1	#	1	1	0	#	#	0	11.4	18.55	28.08	1	3	0	168.1	999957	988991	0.5	168.07954545454547	88
1	1	1	0	1	#	#	#	0	1	0	1	823.5	412.44	0.00	1	0	0	89.9	999492	988993	0.7	89.94117647058823	17
0	1	#	#	1	0	#	1	#	1	#	1	775.3	326.59	1.73	1	2	0	89.0	999977	988995	0.5	999.0876610171103	89
1	0	0	0	#	1	1	1	1	1	#	1	1000.0	2.78	41.04	1	2	0	116.8	999245	989005	0.8	116.83333333333333	12
#	1	0	1	1	0	#	1	0	1	1	1	1000.0	0.00	61.96	1	1	0	121.9	999490	989012	0.8	121.91666666666667	12
0	#	1	1	1	#	1	0	1	1	#	0	0.0	0.00	28.53	1	1	0	141.3	999738	989019	0.7	141.3181818181818	22
1	1	#	0	1	0	1	#	1	1	0	1	1000.0	0.00	68.77	1	1	0	106.5	999261	989021	0.8	106.5	10
1	1	0	#	1	0	1	0	#	1	0	1	875.0	219.94	36.42	1	1	0	61.8	999261	989021	0.8	61.75	8
#	#	1	1	1	1	#	#	#	1	#	0	8.9	10.11	41.35	1	9	0	227.3	999943	989027	0.5	227.333444247711	193
#	1	1	0	1	#	#	#	1	1	#	0	0.0	0.16	44.55	1	2	0	165.0	999713	989038	0.5	165.02564102564108	78
1	#	1	1	1	0	0	#	#	1	#	0	25.0	36.99	38.91	1	2	0	121.0	999882	989041	0.6	120.975	40
0	1	1	0	1	0	#	1	#	0	1	0	166.7	234.24	0.03	1	0	0	73.3	999500	989042	0.8	73.33333333333333	12
#	1	1	0	1	0	#	1	#	#	1	0	39.2	60.24	19.18	1	2	0	134.1	999839	989042	0.6	134.11764705882345	51
0	1	#	0	#	0	0	#	#	#	#	0	903.6	174.41	1.81	1	3	0	148.3	999712	989049	0.5	1594.9324070902226	160
0	1	0	1	#	#	1	1	#	1	0	1	944.4	76.14	9.09	1	0	0	98.1	999508	989051	0.7	98.05555555555556	18
0	#	0	0	1	#	0	#	0	#	#	1	35.7	72.04	2.98	1	2	0	152.2	999859	989055	0.5	152.16666666666666	84
1	#	0	1	1	1	#	1	#	#	1	1	1000.0	0.20	27.56	1	1	0	222.3	999961	989056	0.6	222.26666666666668	45
#	#	0	0	1	0	#	0	#	0	0	0	1000.0	1.26	20.34	1	1	0	233.3	999715	989057	0.6	233.26829268292684	41
#	1	0	1	1	1	1	#	0	#	1	1	1000.0	0.00	45.46	1	0	0	171.2	999914	989059	0.7	171.1578947368421	19
#	#	#	0	0	0	#	#	0	0	0	0	1000.0	0.23	20.01	1	3	0	282.0	999582	989061	0.5	282.0444444444443	90
0	0	#	#	#	0	#	0	0	#	0	0	1000.0	0.00	11.17	1	1	0	314.6	999605	989071	0.5	314.61038961038963	77
1	#	#	1	1	1	#	0	1	1	0	1	1000.0	0.67	35.81	1	2	0	154.5	999312	989072	0.7	154.52631578947367	19
1	1	1	#	0	#	1	0	0	1	#	0	166.7	256.45	23.35	1	1	0	81.6	999691	989078	0.7	81.58333333333333	12
0	#	0	#	0	0	1	0	#	#	#	0	967.0	53.68	6.69	1	2	0	169.3	999728	989080	0.5	169.26373626373635	91
0	#	#	0	#	0	0	1	#	0	#	0	975.0	56.84	3.91	1	0	0	188.3	999684	989081	0.5	188.35	80
0	1	1	1	0	#	#	1	1	0	1	0	0.0	90.91	0.00	1	0	0	119.4	999356	989088	0.8	119.36363636363636	11
#	1	1	#	#	1	#	0	1	#	1	1	963.0	62.09	11.82	1	1	0	166.2	999740	989090	0.5	166.20987654320993	81
#	0	1	0	0	0	#	#	#	0	0	0	1000.0	0.90	25.25	1	0	0	233.6	999991	989091	0.6	233.55	40
#	1	0	0	#	#	0	#	0	0	#	0	1000.0	0.00	36.21	1	6	0	169.4	999675	989092	0.5	169.43157894736834	95
#	#	#	1	1	#	1	#	0	0	1	1	839.5	246.63	5.53	1	1	0	107.9	999914	989093	0.5	107.91358024691358	81
0	1	#	1	1	#	1	1	#	#	0	1	904.8	154.47	8.41	1	3	0	123.4	999334	989094	0.6	123.42857142857143	42
#	1	1	1	1	1	1	#	0	#	#	1	1000.0	0.30	23.46	1	0	0	199.4	999908	989094	0.6	199.37209302325581	43
1	#	1	#	1	#	#	#	1	1	1	0	0.0	0.26	31.64	1	4	0	298.0	999793	989100	0.5	298.034090909091	88
1	0	0	#	1	0	1	1	1	1	#	0	0.0	22.39	0.13	1	0	0	128.4	998165	989102	0.8	128.375	8
#	1	0	#	1	1	1	#	0	1	1	0	0.0	0.00	41.92	1	2	0	145.5	999999	989104	0.7	145.54545454545456	22
0	0	1	0	#	0	#	#	1	#	0	1	68.2	129.71	29.98	1	5	0	111.8	999781	989112	0.6	111.81818181818181	44
#	#	0	#	1	1	1	#	1	0	1	0	21.3	37.57	31.33	1	9	0	147.3	999906	989113	0.6	147.25531914893617	47
#	#	1	1	0	1	#	1	1	#	1	0	0.0	0.15	38.00	1	4	0	210.0	999934	989116	0.6	210.02777777777777	36
#	#	1	1	#	#	0	#	1	#	1	1	882.5	189.26	4.28	1	4	0	131.9	999974	989119	0.5	131.8938272694767	162
1	0	1	#	0	#	1	1	#	#	1	1	954.5	76.62	5.68	1	0	0	125.9	999825	989124	0.6	125.9090909090909	44
#	#	1	1	#	0	1	#	#	1	1	0	34.1	65.65	5.07	1	3	0	178.3	999926	989129	0.5	178.28409090909093	88
1	#	0	0	1	1	0	#	#	1	1	0	157.9	286.00	3.74	1	1	0	81.0	998387	989135	0.7	81.0	19
1	#	#	#	1	1	#	1	0	1	#	0	60.2	102.32	5.31	1	1	0	167.5	999405	989135	0.5	167.50602409638557	83
1	#	1	#	#	1	1	0	#	#	#	0	87.2	169.71	2.27	1	2	0	143.2	999973	989140	0.5	143.15546196433283	169
#	#	#	1	0	1	#	0	0	1	0	0	736.8	356.73	6.15	1	1	0	85.3	999680	989142	0.6	85.26315789473684	38
1	0	1	#	1	1	1	#	#	#	1	1	1000.0	0.00	21.82	1	0	0	226.5	999903	989144	0.6	226.475	40
1	#	0	0	0	0	#	0	0	0	#	0	1000.0	0.00	13.18	1	0	0	257.8	999387	989147	0.7	257.78260869565213	23
#	0	1	0	#	0	0	#	0	#	#	0	988.2	16.71	40.01	1	4	0	174.2	999920	989157	0.5	174.16470588235293	85
0	0	1	0	0	0	#	1	0	1	1	0	1000.0	11.63	1.33	1	0	0	74.2	999399	989159	0.9	74.2	5
#	0	#	0	0	0	#	#	#	0	0	1	0.0	0.06	18.75	1	0	0	298.3	999979	989161	0.5	298.265060240964	83
0	#	#	#	#	#	#	0	#	0	0	0	942.2	116.98	1.65	1	2	0	172.5	999975	989162	0.4	2031.0277280768312	344
#	1	#	1	1	#	1	#	1	#	#	0	19.3	46.07	2.15	1	2	0	227.1	999993	989164	0.5	227.13227876177226	177
1	#	1	1	#	1	0	#	#	#	1	1	973.7	36.21	28.83	1	4	0	174.0	999856	989169	0.5	174.0	76
0	1	#	0	0	0	1	#	1	0	0	1	0.0	1.63	36.79	1	1	0	132.4	998782	989172	0.8	132.41666666666666	12
1	1	#	#	#	#	1	#	#	#	1	1	945.4	113.47	1.60	1	8	0	190.5	999954	989181	0.4	2317.873495158134	337
#	#	#	1	1	1	1	#	0	#	1	1	958.9	85.83	3.02	1	0	0	169.6	999914	989184	0.5	169.57534246575344	73
#	1	0	#	1	1	#	1	1	0	1	0	0.0	0.00	25.97	1	2	0	191.8	999995	989188	0.7	191.76190476190476	21
0	#	#	#	#	1	1	1	1	1	#	0	35.7	78.82	1.78	1	0	0	171.5	999789	989189	0.5	1870.892015652856	84
1	1	1	#	#	1	#	1	#	1	1	1	1000.0	0.00	8.58	1	1	0	357.6	999954	989191	0.6	357.58139534883725	43
1	1	0	1	0	0	0	#	#	0	#	0	928.6	176.90	0.00	1	0	0	98.1	999439	989199	0.7	98.07142857142857	14
#	0	1	1	0	1	#	1	0	#	1	1	850.0	265.26	0.00	1	0	0	106.3	999443	989203	0.7	106.35	20
0	1	1	1	1	0	0	1	1	#	1	0	0.0	0.00	23.82	1	1	0	147.1	999445	989205	0.9	147.14285714285714	7
#	0	1	1	#	1	#	0	#	1	1	0	62.5	120.83	6.26	1	0	0	121.8	999805	989208	0.6	121.8125	48
#	1	#	#	1	#	#	1	1	#	0	0	120.3	232.96	1.64	1	0	0	130.2	999993	989209	0.5	1539.881801088037	169
1	1	#	1	1	1	0	1	#	0	#	0	0.0	0.00	60.66	1	2	0	149.6	999449	989209	0.7	149.6	20
#	1	1	#	#	1	1	#	0	1	1	1	1000.0	0.46	29.25	1	1	0	214.0	999954	989211	0.6	213.97435897435898	39
1	1	#	#	0	1	1	#	1	#	1	0	0.0	1.82	18.96	1	0	0	208.7	999971	989214	0.6	208.67441860465115	43
1	#	1	#	#	1	#	0	1	1	1	1	1000.0	0.00	39.63	1	0	0	192.3	999799	989220	0.6	192.2619047619048	42
1	1	0	0	1	1	1	0	0	1	#	1	1000.0	0.00	58.72	1	1	0	112.6	999464	989224	0.9	112.57142857142857	7
#	0	0	0	#	#	#	#	0	1	0	1	46.0	86.72	4.34	1	1	0	169.5	999827	989230	0.5	169.4597701149425	87
0	0	0	0	0	#	#	#	0	#	0	1	0.0	0.20	9.50	1	0	0	359.9	999827	989230	0.6	359.87500000000006	40
0	#	0	1	#	0	#	#	0	#	#	0	879.7	199.13	1.79	1	6	0	139.9	999888	989234	0.5	1518.1619448148676	167
1	1	#	#	#	0	1	1	#	1	#	0	22.2	44.26	7.51	1	2	0	187.8	999839	989237	0.5	187.7666666666667	90
0	1	0	#	1	1	#	1	1	1	1	0	0.0	0.00	17.12	1	0	0	221.8	999485	989245	0.8	221.8125	16
#	1	1	1	1	1	1	0	0	#	#	1	1000.0	0.00	28.53	1	0	0	163.7	999486	989246	0.7	163.72727272727272	22
1	1	1	#	#	1	1	0	1	1	#	1	1000.0	0.00	13.66	1	0	0	232.1	999488	989248	0.7	232.06666666666666	15
1	1	#	0	1	0	0	0	0	1	#	1	300.0	370.60	25.42	1	2	0	71.3	999945	989252	0.8	71.3	10
#	1	#	1	1	#	0	#	1	#	#	0	100.5	184.21	3.47	1	8	0	147.5	999720	989254	0.5	147.48866688668954	179
#	0	0	#	0	1	0	0	1	0	1	1	0.0	0.00	27.91	1	0	0	138.4	999496	989256	0.8	138.36363636363637	11
0	1	0	0	0	1	0	0	#	#	#	1	0.0	0.00	41.81	1	4	0	163.8	998829	989257	0.7	163.83333333333334	18
#	0	0	#	1	#	0	0	0	#	0	0	1000.0	0.00	17.53	1	0	0	250.3	999915	989258	0.6	250.26315789473685	38
1	1	1	0	1	#	0	1	#	#	1	0	0.0	1.70	90.76	1	1	0	162.3	999829	989269	0.7	162.30769230769232	26
1	#	1	#	#	1	1	#	#	#	1	1	975.7	45.25	3.30	1	4	0	241.9	999954	989282	0.5	241.8783430625828	163
#	#	1	1	1	#	1	#	#	1	1	0	0.0	0.36	12.84	1	0	0	300.5	999650	989284	0.5	300.49999999999994	92
0	#	0	1	#	0	0	1	0	1	#	1	100.0	165.32	15.19	1	0	0	91.2	999795	989285	0.7	91.25	20
1	1	1	1	#	1	1	1	#	#	0	1	1000.0	0.00	11.12	1	0	0	294.6	999614	989288	0.7	294.65	20
1	1	#	#	1	0	1	1	#	#	0	1	891.3	174.76	15.33	1	6	0	120.8	999780	989293	0.6	120.78260869565217	46
#	1	1	#	0	1	1	1	#	#	#	1	952.9	75.64	10.34	1	3	0	167.9	999992	989296	0.5	167.91764705882352	85
0	#	#	#	#	1	0	1	1	1	#	1	859.2	213.17	8.64	1	4	0	80.8	999749	989297	0.5	80.77464788732394	71
0	1	1	#	0	1	#	1	1	1	#	1	1000.0	0.65	33.08	1	0	0	158.8	999100	989297	0.7	158.82608695652175	23
0	0	#	1	0	#	#	#	0	0	0	1	0.0	0.00	28.86	1	3	0	247.5	999766	989298	0.6	247.475	40
#	1	1	0	1	1	1	#	0	1	#	1	1000.0	0.00	35.52	1	0	0	166.4	999954	989300	0.7	166.45	20
#	0	0	#	#	0	1	#	0	0	0	1	0.0	0.27	23.01	1	1	0	230.5	999545	989302	0.6	230.5	44
0	0	0	#	#	0	#	#	0	#	#	0	1000.0	0.59	22.84	1	2	0	247.9	999844	989305	0.5	247.94136794921792	163
1	#	#	0	0	0	#	1	0	0	0	1	0.0	41.67	0.00	1	0	0	186.8	999979	989307	0.7	186.75	20
#	1	#	1	1	1	0	#	1	#	1	0	0.0	0.84	22.14	1	0	0	237.8	999701	989308	0.6	237.8125	48
1	0	#	#	#	0	1	#	0	#	0	1	194.8	295.68	6.95	1	3	0	115.9	999951	989310	0.5	115.87012987012987	77
0	0	#	#	#	1	0	0	1	0	#	0	952.4	103.18	1.98	1	1	0	110.3	999975	989315	0.6	110.26190476190476	42
0	0	#	#	#	#	0	0	1	0	1	0	947.4	114.10	4.32	1	0	0	106.0	999763	989315	0.6	106.0263157894737	38
1	1	1	#	#	1	0	1	0	0	0	1	888.9	341.98	0.00	1	0	0	73.1	999093	989316	0.8	73.11111111111111	9
1	1	#	1	#	#	#	1	0	#	#	1	893.7	169.19	2.42	1	4	0	149.2	999964	989318	0.5	149.22486659044534	180
0	0	0	0	#	#	0	#	0	1	1	0	1000.0	0.00	67.83	1	1	0	148.0	999559	989319	0.7	148.0	23
1	1	#	1	1	0	0	#	0	#	1	1	909.1	167.58	12.93	1	2	0	102.6	999560	989320	0.7	102.5909090909091	22
#	1	#	#	1	#	1	0	1	#	1	0	24.1	43.39	10.93	1	4	0	172.1	999812	989322	0.5	172.09638554216872	83
#	0	0	#	1	#	0	0	0	#	#	1	0.0	0.04	35.55	1	2	0	146.3	999921	989324	0.5	146.27906976744188	86
0	0	#	1	#	0	0	#	0	1	1	1	52.6	55.75	43.88	1	1	0	92.0	999564	989324	0.7	92.0	19
#	1	#	0	0	1	0	0	#	0	0	1	0.0	58.66	0.00	1	0	0	175.3	999080	989335	0.7	175.2941176470588	17
#	#	1	0	0	1	0	0	#	0	0	0	1000.0	0.13	21.85	1	0	0	142.4	999575	989335	0.7	142.38095238095238	21
1	0	#	0	0	1	#	#	0	0	1	1	100.0	193.73	0.00	1	0	0	105.8	999177	989338	0.7	105.8	20
#	#	#	#	0	0	#	1	0	0	0	1	26.0	55.94	7.19	1	1	0	172.0	999979	989342	0.5	172.0	77
#	#	1	1	0	#	0	0	#	0	0	1	50.0	69.14	30.38	1	7	0	126.2	999994	989343	0.6	126.175	40
0	1	1	0	0	1	1	#	#	0	1	1	733.3	416.18	0.00	1	0	0	69.9	999584	989344	0.8	69.93333333333334	15
#	#	1	1	1	1	#	1	1	#	1	1	1000.0	0.24	10.60	1	0	0	335.9	999903	989345	0.6	335.9117647058824	34
1	0	#	0	0	0	0	#	#	1	1	1	190.5	314.73	1.89	1	0	0	98.7	998613	989352	0.7	1013.2822607693971	21
#	1	0	#	1	1	0	1	0	0	1	1	857.1	291.42	0.00	1	0	0	80.6	999961	989354	0.8	80.57142857142857	14
#	#	1	#	1	1	#	#	#	#	1	1	940.2	115.21	3.24	1	11	0	183.1	999954	989357	0.4	183.07136623215706	289
0	#	#	0	0	0	1	0	0	#	#	1	0.0	0.00	23.14	1	0	0	201.6	999983	989362	0.6	201.64285714285714	42
#	#	1	0	1	#	1	0	1	#	1	0	69.8	112.27	8.21	1	3	0	125.9	999645	989370	0.6	125.86046511627912	43
#	1	#	#	1	#	1	#	1	0	1	0	23.0	43.04	9.34	1	2	0	186.2	999906	989370	0.5	186.16091954022986	87
1	#	1	1	#	1	0	#	#	1	1	0	0.0	0.32	17.95	1	0	0	240.5	999934	989371	0.6	240.54545454545453	44
0	0	0	0	#	#	1	#	#	0	1	1	23.3	49.04	15.95	1	2	0	130.8	999615	989373	0.6	130.83720930232562	43
0	0	#	0	0	0	1	#	0	#	#	1	0.0	0.81	23.76	1	0	0	204.7	999613	989373	0.6	204.70731707317074	41
