B_0	B_1	B_2	B_3	B_4	B_5	B_6	B_7	B_8	B_9	B_10	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	AveActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
#	#	0	0	#	#	0	#	0	0	#	0	983.6	32.73	3.12	1	4	0	229.2	499950	484420	0.5	229.21830690213045	237
0	#	#	0	#	1	#	0	0	0	1	1	84.5	138.83	10.22	1	4	0	121.3	499431	484425	0.6	121.33802816901408	71
0	0	#	0	0	1	#	#	0	1	#	0	961.5	51.69	29.03	1	6	0	127.5	499936	484428	0.6	127.5384615384615	52
1	1	1	0	0	#	#	#	1	#	#	1	840.3	268.04	2.46	1	3	0	100.9	499985	484429	0.5	100.94505391269323	119
#	#	0	0	0	1	0	1	0	0	1	0	1000.0	3.12	57.94	1	1	0	127.1	498770	484434	0.8	127.1	10
#	0	0	1	#	#	#	0	0	0	0	1	0.0	0.60	24.89	1	0	0	208.4	499820	484437	0.6	208.35000000000002	60
1	0	0	#	#	0	1	#	0	0	#	0	912.3	154.61	7.54	1	2	0	126.8	499956	484440	0.6	126.84210526315789	57
#	0	0	0	#	1	1	0	0	#	#	1	67.8	145.09	1.63	1	5	0	119.1	499130	484450	0.6	1387.2376341724753	59
#	0	#	#	1	1	1	0	1	1	1	0	0.0	0.55	34.44	1	2	0	167.4	499404	484463	0.7	167.38235294117646	34
#	#	1	1	#	1	0	1	0	1	1	1	1000.0	0.00	29.67	1	0	0	151.8	499649	484467	0.7	151.8	35
0	1	#	1	#	#	0	0	1	#	1	1	741.9	408.55	2.41	1	2	0	91.1	499836	484480	0.6	91.12903225806451	62
1	1	#	1	1	#	#	1	0	0	#	1	950.8	59.28	48.65	1	5	0	121.6	499908	484485	0.6	121.60655737704919	61
#	0	0	#	#	1	1	0	0	#	0	0	931.0	97.84	16.56	1	5	0	137.3	499475	484492	0.6	137.25862068965515	58
0	1	#	1	1	0	#	1	#	1	0	1	833.3	317.57	1.18	1	1	0	76.0	499523	484496	0.7	1220.417534604992	30
#	#	1	#	1	0	1	1	1	0	1	0	0.0	0.00	52.51	1	2	0	172.1	499946	484500	0.7	172.07142857142858	28
#	0	#	0	0	#	0	#	#	0	0	1	0.0	0.89	19.59	1	1	0	278.0	499947	484513	0.5	278.02140790472714	114
#	#	1	1	0	1	0	#	1	1	1	0	0.0	0.89	41.34	1	0	0	160.9	498852	484516	0.7	160.9047619047619	21
#	1	1	1	0	#	1	#	#	1	1	0	0.0	0.00	22.74	1	1	0	222.4	499931	484517	0.6	222.43103448275863	58
1	1	1	1	#	1	0	0	0	#	0	1	800.0	385.12	0.00	1	0	0	71.0	498969	484519	0.8	71.0	20
0	1	0	0	#	1	#	0	0	1	0	0	1000.0	0.00	40.02	1	1	0	117.9	498862	484526	0.8	117.94117647058823	17
0	#	#	0	1	0	0	1	0	#	0	0	1000.0	0.00	29.64	1	0	0	161.2	499759	484532	0.7	161.22222222222223	27
1	1	0	0	0	#	0	1	#	0	0	1	0.0	14.07	0.23	1	0	0	118.9	499422	484534	0.8	118.88235294117646	17
1	0	1	0	#	#	1	1	1	#	#	1	954.5	97.07	5.34	1	1	0	116.2	499939	484538	0.6	116.21212121212122	66
0	#	#	1	0	1	0	#	1	0	0	1	129.0	277.65	2.30	1	0	0	76.0	499466	484541	0.7	76.0	31
0	1	#	0	1	#	0	1	#	0	0	0	937.5	98.44	27.98	1	0	0	90.9	498878	484542	0.7	90.875	32
0	#	0	0	1	#	#	#	#	0	0	0	983.3	23.76	25.22	1	9	0	160.9	499892	484542	0.5	160.90341201666286	118
1	0	0	#	#	0	1	#	#	1	1	0	274.2	410.43	1.69	1	2	0	87.9	499474	484551	0.6	990.6653954096649	62
#	#	#	1	1	1	#	#	1	#	1	0	22.5	38.65	6.25	1	4	0	246.2	499989	484555	0.5	246.19857458316218	253
0	#	0	1	1	#	1	#	#	1	1	0	37.0	107.94	2.74	1	0	0	134.4	499773	484555	0.6	134.3518518518519	54
1	0	#	#	#	#	1	0	0	0	0	1	80.6	140.53	2.59	1	1	0	144.6	499526	484556	0.6	144.59677419354847	62
#	0	0	#	#	0	0	1	0	#	0	1	0.0	0.85	18.71	1	1	0	203.1	499743	484561	0.6	203.08196721311475	61
0	0	1	#	0	0	#	1	#	0	#	1	76.9	110.53	10.31	1	2	0	117.5	499732	484563	0.6	117.5	52
1	#	#	0	0	#	#	0	#	#	0	1	121.3	197.38	2.80	1	6	0	145.2	499985	484566	0.5	145.16750599146002	252
1	0	1	1	#	1	0	1	1	0	1	1	1000.0	1.11	29.68	1	0	0	142.6	498904	484568	0.9	142.57142857142858	7
#	0	1	1	1	1	1	0	1	1	0	0	0.0	0.00	44.01	1	0	0	127.7	496593	484573	0.9	127.66666666666667	3
1	1	1	0	#	#	0	#	#	1	1	1	929.8	121.46	15.64	1	4	0	120.8	499965	484574	0.6	120.7719298245614	57
#	0	1	#	0	#	#	1	1	1	1	0	46.5	135.34	8.07	1	3	0	106.4	498913	484577	0.6	106.37209302325581	43
1	#	1	#	1	#	#	1	0	#	0	0	137.4	209.34	4.81	1	8	0	106.9	499823	484586	0.5	106.9483491160628	119
0	1	1	0	1	#	1	0	#	#	1	1	906.2	172.69	14.46	1	1	0	97.1	499094	484590	0.7	97.09375	32
0	0	0	1	0	1	0	#	#	1	0	0	1000.0	2.73	30.75	1	0	0	107.5	499601	484591	0.8	107.46666666666667	15
1	1	1	#	#	#	#	1	#	1	1	1	1000.0	0.00	16.88	1	2	0	275.1	499965	484594	0.5	275.0789504897595	115
0	0	0	1	0	1	1	#	0	1	1	0	571.4	620.33	0.00	1	0	0	43.9	498937	484601	0.9	43.857142857142854	7
#	#	#	1	#	1	1	1	0	#	1	0	24.3	39.82	12.00	1	5	0	178.7	499930	484601	0.5	178.66601421634977	121
0	0	1	#	1	1	0	0	1	1	1	1	1000.0	0.00	34.18	1	1	0	103.6	499655	484604	0.9	103.57142857142857	7
1	0	#	1	1	#	#	1	0	#	0	0	274.2	347.64	11.28	1	4	0	98.4	499823	484607	0.6	98.35483870967742	62
0	1	0	0	#	1	0	0	1	#	#	0	871.0	224.45	2.01	1	1	0	92.5	499086	484620	0.7	92.45161290322581	31
0	1	0	#	0	0	0	1	1	#	#	1	76.9	134.50	6.46	1	0	0	94.8	499471	484624	0.7	94.8076923076923	26
1	#	0	#	0	0	0	1	0	0	#	1	0.0	0.00	30.15	1	1	0	150.6	499013	484627	0.7	150.56666666666666	30
1	1	0	0	0	0	0	#	#	0	#	1	0.0	0.00	34.77	1	2	0	152.2	499013	484627	0.7	152.22580645161293	31
0	0	0	0	0	#	0	#	1	1	1	0	1000.0	18.52	0.03	1	0	0	125.7	499207	484631	0.8	125.66666666666667	18
1	1	1	1	0	1	0	0	#	1	#	1	1000.0	33.17	0.00	1	0	0	135.7	499899	484633	0.8	135.71428571428572	14
1	0	#	0	1	#	1	0	1	1	0	1	666.7	433.05	11.42	1	1	0	73.9	499041	484635	0.8	73.93333333333334	15
0	1	1	#	1	1	0	1	0	0	0	1	571.4	620.80	0.00	1	0	0	66.1	499934	484640	0.9	66.14285714285714	7
1	#	#	#	1	1	#	1	1	1	0	0	0.0	0.00	22.03	1	2	0	223.2	499902	484647	0.6	223.24590163934425	61
1	1	#	#	1	1	0	#	1	1	0	0	0.0	0.00	28.63	1	0	0	161.8	499044	484647	0.7	161.76470588235293	34
#	0	0	#	#	#	#	0	#	0	0	1	22.9	33.98	13.62	1	11	0	235.3	499947	484664	0.5	235.2653945922823	240
#	0	1	1	0	0	#	1	1	1	0	1	625.0	563.25	0.00	1	0	0	56.7	499334	484665	0.8	56.6875	16
#	1	1	1	0	#	#	#	#	1	1	1	959.5	75.24	5.12	1	2	0	172.6	499899	484668	0.5	172.6096260352213	124
#	#	1	#	1	1	0	1	1	1	0	1	1000.0	0.00	51.97	1	0	0	127.4	499851	484678	0.7	127.375	32
0	1	#	1	1	0	#	1	1	1	0	0	0.0	1.37	52.49	1	3	0	136.6	498248	484686	0.8	136.6153846153846	13
0	#	1	#	0	#	0	0	0	1	1	1	107.1	180.20	9.23	1	0	0	80.5	499660	484687	0.7	80.53571428571429	28
1	#	0	#	0	1	1	1	1	#	0	1	750.0	381.53	16.04	1	5	0	88.9	499029	484693	0.7	88.89285714285714	28
1	0	#	0	#	1	#	1	1	#	#	1	809.2	321.80	1.94	1	1	0	97.9	499679	484714	0.5	97.88756179082095	129
0	#	#	0	0	#	#	0	#	#	0	0	983.9	36.66	2.36	1	7	0	240.6	499999	484723	0.5	240.56976939795814	251
1	0	1	0	0	0	#	0	1	1	1	0	500.0	613.89	0.00	1	0	0	70.5	499067	484731	0.9	70.5	6
#	#	#	0	#	0	0	0	0	1	1	0	923.1	123.14	14.40	1	3	0	135.3	499361	484735	0.6	135.3269230769231	52
#	#	1	#	1	1	#	1	1	#	1	0	0.0	0.29	19.04	1	0	0	294.2	499989	484737	0.5	294.16118383141156	132
0	#	#	0	1	#	#	#	1	1	1	0	194.6	279.92	2.07	1	2	0	105.1	499933	484738	0.5	105.05293743705722	114
1	#	1	1	#	1	0	0	1	0	1	0	0.0	6.10	75.52	1	1	0	123.0	499075	484739	0.8	123.00000000000003	15
1	0	1	#	#	0	0	0	1	1	1	0	200.0	406.03	2.08	1	1	0	69.8	497580	484744	0.8	69.8	15
1	#	0	0	0	#	1	0	1	0	0	1	0.0	0.00	42.89	1	1	0	126.8	499574	484749	0.8	126.75	16
0	#	0	0	0	1	0	0	1	1	1	1	0.0	36.44	0.04	1	0	0	36.0	492942	484750	0.9	36.0	2
0	1	#	1	1	0	#	1	1	#	0	0	69.0	133.62	4.40	1	0	0	110.3	499692	484767	0.7	110.3103448275862	29
0	1	1	1	1	0	#	1	#	0	#	0	60.6	98.83	12.77	1	1	0	95.6	499647	484774	0.7	95.60606060606061	33
#	0	0	0	1	1	#	0	0	0	1	1	0.0	0.00	37.05	1	1	0	123.6	499130	484794	0.8	123.5625	16
1	1	0	1	#	#	0	1	1	#	1	0	0.0	2.73	32.50	1	0	0	147.5	499507	484797	0.7	147.45454545454547	22
1	1	1	#	#	#	#	1	#	#	1	1	980.5	42.97	1.98	1	4	0	224.8	499965	484799	0.5	224.77961016699575	220
#	1	1	#	1	1	#	#	#	0	#	1	861.2	221.27	2.40	1	9	0	134.7	499934	484799	0.5	134.66968241357534	226
1	#	0	0	#	0	0	0	1	0	1	1	0.0	0.88	99.62	1	2	0	87.8	499982	484804	0.8	87.81818181818181	11
#	#	1	0	0	0	0	#	0	0	#	1	0.0	0.89	36.86	1	2	0	178.3	499835	484808	0.6	178.31372549019608	51
0	0	#	1	#	0	0	#	1	1	0	1	121.2	186.54	12.39	1	3	0	86.5	499805	484815	0.7	86.54545454545455	33
0	#	0	0	0	#	#	1	0	#	0	0	1000.0	0.00	26.46	1	2	0	227.5	499950	484823	0.6	227.52307692307693	65
#	#	0	1	1	#	0	#	0	1	0	1	392.2	462.54	1.22	1	0	0	81.7	499922	484836	0.6	1275.819629386618	51
1	1	#	1	#	0	#	1	1	#	0	1	953.1	94.58	6.38	1	0	0	110.4	499834	484837	0.6	110.359375	64
1	1	0	1	0	1	#	#	#	0	1	0	142.9	214.84	2.69	1	0	0	92.6	499181	484845	0.7	92.61904761904762	21
0	#	0	#	0	0	#	0	#	#	0	1	0.0	0.00	18.73	1	1	0	277.3	499947	484852	0.5	277.3498322965847	114
0	#	1	#	1	#	#	1	1	#	#	0	115.2	188.47	1.95	1	6	0	145.0	499989	484855	0.5	144.99468897959474	231
0	#	0	#	1	1	1	1	0	1	1	0	0.0	2.94	46.00	1	0	0	121.9	497146	484858	0.8	121.85714285714286	14
1	1	#	0	#	1	0	#	0	0	0	0	851.9	223.30	6.34	1	1	0	88.6	499863	484874	0.7	88.5925925925926	27
1	1	0	0	#	0	#	0	#	0	1	0	852.9	225.94	7.91	1	0	0	80.1	499704	484889	0.7	80.08823529411767	34
#	#	#	0	#	0	0	0	1	0	#	0	991.6	10.91	31.55	1	3	0	167.2	499999	484889	0.5	167.1884802618465	117
1	#	#	#	1	0	0	1	1	1	#	1	896.6	194.88	3.29	1	3	0	120.6	499283	484890	0.6	120.55172413793103	58
1	#	1	#	#	1	1	0	1	0	1	1	1000.0	0.00	40.72	1	2	0	145.8	498499	484892	0.7	145.8	25
1	#	1	1	#	#	#	1	1	#	#	0	8.1	23.36	3.14	1	5	0	232.7	499957	484893	0.5	232.70279779078686	236
0	#	0	1	0	#	1	0	0	#	#	1	56.6	90.10	20.00	1	3	0	125.2	499998	484900	0.6	125.16981132075472	53
1	0	0	#	0	0	1	0	#	1	1	0	666.7	500.16	0.00	1	0	0	73.6	499241	484905	0.8	73.58333333333333	12
1	0	#	1	1	#	1	#	1	#	#	1	963.8	62.57	8.41	1	2	0	168.0	499553	484906	0.5	168.03125141340044	110
0	#	0	#	1	0	1	0	0	0	#	0	1000.0	0.00	33.72	1	0	0	157.9	499690	484915	0.7	157.87096774193546	31
#	1	#	#	1	0	0	#	1	1	1	0	57.7	79.38	21.20	1	3	0	133.4	499782	484926	0.6	133.44230769230765	52
#	0	0	0	#	#	1	0	#	0	#	1	46.8	78.63	2.91	1	2	0	173.5	499962	484928	0.5	173.50561629963812	108
#	1	0	0	0	0	0	#	0	#	1	1	0.0	0.00	39.37	1	3	0	167.1	499710	484935	0.7	167.1379310344828	29
0	#	#	#	0	#	0	0	#	0	0	0	1000.0	0.03	17.06	1	5	0	294.0	499999	484937	0.5	294.00422312599903	118
#	#	#	1	1	1	1	#	1	#	0	0	53.8	113.70	5.30	1	4	0	156.6	499902	484942	0.5	156.59115823834537	127
0	#	#	#	0	1	0	#	0	1	0	1	64.5	103.62	4.39	1	3	0	130.6	499363	484943	0.6	130.64516129032256	62
0	#	#	#	0	1	#	0	0	#	0	1	17.7	44.84	5.28	1	1	0	172.6	499998	484943	0.5	172.6346808485941	112
1	1	#	1	#	1	0	1	1	#	0	0	0.0	0.00	26.79	1	2	0	164.8	499737	484945	0.7	164.78571428571428	28
1	0	0	0	0	#	0	0	#	#	#	1	0.0	0.00	41.76	1	1	0	229.8	499982	484950	0.6	229.78571428571428	56
1	0	0	1	#	0	0	0	1	#	1	0	636.4	455.92	0.00	1	0	0	68.1	499287	484951	0.8	68.0909090909091	11
1	0	1	1	1	#	1	#	#	#	1	0	0.0	0.72	25.55	1	0	0	209.5	499736	484952	0.6	209.4655172413793	58
#	0	0	1	0	0	1	#	0	1	#	1	178.6	265.13	22.03	1	3	0	103.6	499781	484963	0.7	103.64285714285714	28
1	0	#	0	#	1	0	1	1	0	1	0	250.0	461.27	0.00	1	0	0	72.2	499300	484964	0.8	72.25	16
1	#	#	1	#	1	#	1	#	#	1	1	986.8	24.41	3.67	1	6	0	216.1	499990	484970	0.5	216.14130653588882	245
1	#	#	1	#	1	1	1	#	0	0	1	894.7	184.76	8.08	1	1	0	113.5	499816	484973	0.6	113.49122807017544	57
#	#	0	#	0	0	0	#	1	#	0	0	976.0	44.67	5.20	1	0	0	165.7	499999	484975	0.5	165.7414413253385	122
#	1	#	#	#	#	1	1	0	1	1	0	36.7	77.27	2.58	1	2	0	182.9	499594	484976	0.5	182.87343891503875	132
#	0	0	0	1	1	0	0	#	1	1	1	411.8	573.60	0.00	1	0	0	60.6	499941	484986	0.8	60.64705882352941	17
#	0	1	1	#	1	1	#	#	#	1	1	969.6	57.25	4.54	1	1	0	167.5	499960	484994	0.5	167.53143737509293	136
0	#	#	1	0	0	0	1	1	1	0	1	142.9	293.67	0.05	1	0	0	71.1	499334	484998	0.8	71.14285714285714	14
#	#	#	1	1	1	1	#	#	#	1	1	986.4	24.13	12.90	1	12	0	212.9	499960	484999	0.5	212.94240417864253	230
#	0	0	1	0	#	0	1	#	0	0	0	1000.0	0.00	23.72	1	0	0	149.3	499915	485002	0.7	149.30769230769226	26
0	0	#	#	0	1	0	1	0	0	0	0	1000.0	2.56	14.36	1	1	0	168.5	499340	485004	0.8	168.52941176470588	17
0	1	#	1	1	0	1	#	#	1	#	0	47.6	80.19	6.24	1	2	0	132.7	499909	485005	0.6	132.68253968253967	63
0	0	#	0	0	#	#	0	1	#	#	0	957.0	73.76	9.83	1	3	0	181.2	499940	485007	0.5	181.16328492202732	115
#	0	0	1	#	#	#	1	0	0	0	0	963.0	48.61	11.50	1	1	0	130.5	499915	485016	0.6	130.53703703703712	54
1	#	0	1	#	#	#	1	1	0	1	1	1000.0	1.02	43.48	1	1	0	144.3	499802	485018	0.6	144.29411764705887	68
#	#	1	1	0	0	1	1	0	1	0	0	266.7	505.61	0.00	1	0	0	51.9	499358	485022	0.8	51.93333333333333	15
#	#	1	1	#	#	#	1	1	1	#	1	975.4	41.51	1.75	1	2	0	217.0	499938	485023	0.5	2356.9642998851746	236
#	1	1	0	1	0	1	1	0	#	1	1	1000.0	0.00	45.57	1	0	0	135.9	498079	485029	0.8	135.9090909090909	11
0	1	#	0	1	#	#	1	0	1	1	1	880.0	168.46	40.89	1	3	0	99.6	499839	485029	0.7	99.64	25
#	0	0	0	#	0	0	#	#	#	0	1	0.0	0.11	20.85	1	2	0	291.5	499947	485031	0.5	291.507996583051	122
#	1	1	#	#	#	1	1	1	#	1	0	0.0	0.00	20.33	1	1	0	319.1	499957	485033	0.5	319.0569389393729	116
#	1	#	1	0	#	1	1	1	#	0	1	898.0	171.06	10.23	1	1	0	116.6	499223	485038	0.6	116.63265306122449	49
0	#	#	0	#	0	0	1	0	0	1	0	1000.0	0.00	22.22	1	0	0	207.9	499845	485040	0.7	207.93548387096774	31
0	1	1	0	#	0	0	#	#	0	1	0	961.5	114.72	10.54	1	1	0	103.8	498190	485040	0.7	103.8076923076923	26
0	#	1	0	1	#	0	#	0	#	#	0	777.6	340.88	2.03	1	5	0	103.5	499759	485051	0.5	103.51241642366057	112
#	1	1	0	0	1	1	1	1	#	0	0	0.0	0.04	64.80	1	1	0	109.1	499388	485052	0.8	109.06666666666666	15
1	#	0	#	0	0	0	#	0	#	0	1	0.0	0.28	21.33	1	3	0	214.1	499743	485053	0.6	214.08955223880596	67
0	0	0	#	#	#	0	1	#	#	#	1	125.5	220.63	2.15	1	8	0	128.2	499925	485056	0.5	128.23974008891685	244
0	#	#	1	1	1	0	#	0	1	1	1	935.5	110.09	19.28	1	4	0	93.5	499756	485059	0.7	93.48387096774194	31
1	0	0	1	1	1	#	#	1	1	#	1	1000.0	1.55	41.55	1	2	0	145.0	499400	485064	0.7	144.95652173913047	23
1	#	0	1	1	#	#	#	1	1	0	1	912.3	165.99	2.72	1	0	0	115.4	499525	485064	0.6	115.42105263157895	57
1	#	0	#	1	1	1	0	#	#	1	0	35.7	57.33	13.88	1	6	0	141.4	499425	485068	0.6	141.42857142857142	56
#	1	#	1	#	0	1	#	#	#	1	0	95.5	170.89	2.00	1	1	0	139.7	499976	485074	0.5	139.66594177146257	212
#	#	0	0	#	0	0	#	1	#	0	1	16.8	25.05	26.42	1	5	0	165.3	499947	485076	0.5	165.3333780443976	122
#	0	0	#	0	#	0	1	#	0	#	0	966.8	52.80	5.51	1	1	0	169.4	499915	485078	0.5	169.375698334026	124
0	#	1	0	#	1	1	0	1	1	0	0	166.7	292.55	16.16	1	2	0	74.7	499917	485083	0.8	74.66666666666666	18
0	0	#	0	#	1	1	0	1	1	0	1	333.3	520.78	0.00	1	0	0	67.7	499428	485092	0.8	67.66666666666667	12
1	0	1	1	#	0	#	1	1	#	0	0	83.3	182.10	5.71	1	0	0	97.3	499483	485108	0.7	97.30555555555556	36
1	1	0	#	#	#	#	#	1	1	1	0	43.4	77.95	8.08	1	4	0	182.8	499895	485114	0.5	182.75314329013008	114
1	0	#	0	0	#	0	#	0	#	0	0	1000.0	0.00	27.39	1	0	0	194.9	499766	485116	0.6	194.864406779661	59
0	#	0	0	#	#	#	1	#	#	0	0	905.5	175.77	1.72	1	5	0	146.8	499950	485120	0.5	1622.2338681210267	238
1	0	0	0	#	0	1	1	0	1	#	0	600.0	505.75	0.00	1	0	0	75.1	499052	485125	0.8	75.06666666666666	15
0	1	#	1	1	0	0	0	1	0	1	1	666.7	568.65	0.00	1	0	0	57.7	498850	485127	0.9	57.666666666666664	6
1	#	1	0	1	1	#	1	0	1	1	1	1000.0	3.84	9.45	1	0	0	217.6	499810	485137	0.8	217.58333333333334	12
1	#	#	#	#	#	1	1	1	1	1	1	1000.0	0.04	20.35	1	6	0	257.5	499939	485138	0.5	257.4714947892063	114
0	0	0	#	0	0	0	#	#	1	#	1	0.0	0.00	26.50	1	4	0	215.0	499805	485152	0.6	215.03571428571428	56
0	0	0	0	0	#	0	1	#	#	1	1	0.0	0.00	54.41	1	6	0	134.0	499801	485152	0.7	134.00000000000003	28
0	0	0	1	1	#	#	0	#	#	0	0	910.4	146.26	7.62	1	6	0	129.5	499893	485158	0.6	129.4626865671642	67
0	#	1	1	1	1	1	1	#	#	#	0	0.0	0.00	17.30	1	1	0	226.6	499789	485160	0.6	226.60714285714286	56
#	1	1	1	0	#	1	0	0	0	1	1	750.0	385.29	0.00	1	0	0	69.3	499509	485173	0.8	69.3125	16
#	0	1	1	#	#	1	#	1	#	#	1	900.5	171.30	2.90	1	8	0	135.3	499885	485177	0.5	135.29628628615475	229
#	0	1	#	0	0	0	0	0	1	0	0	1000.0	0.00	22.15	1	0	0	206.2	499635	485178	0.8	206.23076923076923	13
#	#	1	0	1	1	1	1	#	#	#	1	964.5	77.10	7.53	1	4	0	181.1	499810	485201	0.5	181.1232159487487	112
1	1	0	1	0	1	1	0	#	1	1	0	0.0	0.00	28.56	1	0	0	122.8	497496	485208	0.9	122.83333333333333	6
0	1	1	#	1	#	#	#	1	#	#	0	111.4	187.11	2.33	1	4	0	147.8	499989	485211	0.5	147.82420276566413	236
1	1	0	#	1	#	1	#	1	1	#	0	0.0	0.00	26.94	1	2	0	216.9	499895	485213	0.6	216.94285714285715	70
0	0	#	#	1	0	#	1	0	#	0	1	32.8	64.49	6.72	1	3	0	140.1	499935	485216	0.6	140.06557377049185	61
0	0	1	1	1	#	1	1	#	#	0	0	172.4	301.73	7.50	1	0	0	78.0	499804	485219	0.7	78.03448275862068	29
1	#	1	1	1	#	0	#	#	0	#	0	129.2	217.16	2.93	1	4	0	104.1	499907	485223	0.5	104.13310364332833	108
1	#	#	#	0	#	0	0	0	#	0	0	971.8	60.89	2.14	1	2	0	156.2	499994	485228	0.5	156.17171833855218	106
0	0	0	1	#	0	#	#	1	0	#	0	928.6	101.81	16.82	1	4	0	127.8	498775	485229	0.6	127.8214285714286	56
#	0	#	0	0	1	1	#	#	0	0	0	960.8	67.79	12.69	1	1	0	145.3	499940	485232	0.6	145.2549019607844	51
1	1	1	1	1	0	0	0	0	1	#	1	1000.0	72.77	0.00	1	0	0	66.3	499764	485233	0.9	66.33333333333333	6
#	1	1	0	#	1	#	#	1	1	#	1	973.4	45.49	10.02	1	4	0	171.5	499825	485235	0.5	171.47357095012137	112
0	0	#	0	#	#	0	#	#	0	#	0	993.6	15.33	4.82	1	6	0	240.0	499970	485236	0.5	240.00816675165578	227
1	0	#	0	#	0	1	#	#	0	#	0	764.6	370.62	3.20	1	4	0	108.2	499956	485238	0.5	108.17423549977556	114
0	0	#	1	#	#	0	0	#	1	0	1	61.2	104.29	8.12	1	2	0	119.3	499805	485240	0.6	119.28571428571429	49
#	#	0	1	1	#	#	1	1	1	1	0	0.0	0.17	37.40	1	4	0	211.1	499961	485248	0.6	211.1290322580645	62
1	#	0	#	#	1	1	1	1	0	1	1	1000.0	0.55	24.19	1	2	0	180.8	499802	485269	0.7	180.8235294117647	34
#	0	1	0	0	0	0	0	#	#	#	1	0.0	0.00	24.78	1	1	0	188.8	499891	485279	0.6	188.78688524590163	61
1	1	0	0	#	1	#	0	0	0	0	0	1000.0	0.00	56.01	1	1	0	108.2	499617	485281	0.8	108.18181818181819	11
#	#	0	0	#	#	1	0	0	0	0	0	1000.0	0.00	21.83	1	0	0	217.1	499831	485281	0.6	217.12307692307692	65
1	#	0	#	1	#	#	0	0	#	0	1	218.9	348.85	3.01	1	3	0	104.6	499922	485284	0.5	104.57787324545279	119
0	1	#	1	1	1	1	1	0	0	0	0	0.0	166.67	0.00	1	0	0	66.2	499622	485286	0.9	66.16666666666667	6
1	1	#	0	0	1	#	#	1	1	#	0	37.0	43.93	28.62	1	2	0	139.9	499623	485287	0.6	139.9444444444444	54
1	1	1	#	0	1	1	#	1	0	0	0	0.0	0.00	51.31	1	1	0	127.3	498523	485302	0.8	127.26666666666667	15
0	#	1	1	0	#	1	1	#	1	#	0	49.2	97.45	10.46	1	2	0	125.8	498543	485321	0.6	125.8360655737705	61
0	1	1	1	0	#	#	1	#	1	1	0	0.0	0.59	49.41	1	1	0	165.8	499317	485321	0.7	165.80000000000007	30
1	#	0	1	1	0	0	1	0	#	0	0	800.0	390.73	0.05	1	0	0	77.7	497382	485322	0.8	77.66666666666667	15
#	1	0	0	#	1	1	0	1	1	1	0	0.0	66.67	0.00	1	0	0	123.1	499623	485323	0.8	123.06666666666666	15
#	#	#	1	0	1	#	#	#	1	1	0	94.0	173.92	2.48	1	6	0	139.5	499931	485324	0.5	139.5176386714207	220
1	0	0	1	1	#	#	1	1	0	0	1	733.3	442.84	0.00	1	0	0	67.9	499183	485325	0.8	67.86666666666666	15
1	#	#	#	1	1	0	1	#	1	1	1	1000.0	0.00	24.40	1	2	0	232.1	499771	485327	0.6	232.0677966101695	59
#	0	0	#	0	0	#	1	#	0	#	0	982.3	20.57	22.77	1	6	0	184.4	499845	485333	0.5	184.3662599399846	122
0	#	0	#	0	#	0	#	0	1	0	1	0.0	0.00	22.86	1	1	0	215.9	499155	485334	0.6	215.9322033898305	59
0	0	1	0	1	1	1	1	#	#	0	0	187.5	228.72	0.03	1	0	0	69.0	499959	485341	0.8	69.0	16
0	#	#	#	1	1	1	1	#	#	0	1	800.7	312.98	3.10	1	3	0	104.1	499929	485344	0.5	104.09612040748475	115
#	1	1	#	1	#	1	1	#	1	#	1	1000.0	0.12	35.59	1	6	0	261.0	499938	485344	0.5	260.9772882688298	112
1	1	1	1	#	#	#	1	0	#	1	0	0.0	0.00	18.69	1	3	0	229.2	499757	485345	0.6	229.22033898305085	59
#	1	0	0	1	#	1	0	0	1	1	1	750.0	509.77	0.00	1	0	0	72.0	499842	485348	0.8	72.0	16
0	0	#	0	0	0	1	1	0	#	1	1	0.0	0.00	82.26	1	1	0	128.2	499901	485351	0.8	128.21428571428572	14
1	0	#	0	0	0	0	0	#	1	0	1	0.0	1.49	14.90	1	0	0	229.2	499413	485362	0.8	229.21428571428572	14
#	#	0	0	#	#	0	1	0	#	0	1	53.6	90.04	2.93	1	1	0	157.1	499963	485367	0.5	157.11681650672134	113
#	1	0	0	0	0	0	0	0	#	1	1	0.0	0.00	21.20	1	1	0	217.3	499710	485368	0.8	217.28571428571428	14
1	#	#	1	#	#	1	1	0	#	1	1	963.5	67.37	2.81	1	0	0	172.9	499975	485371	0.5	172.91366430694177	109
1	1	#	#	0	0	0	0	0	#	1	1	107.1	205.31	12.03	1	3	0	77.1	499738	485391	0.7	77.14285714285714	28
0	#	1	1	1	#	#	#	#	1	1	1	972.3	36.09	24.90	1	4	0	182.8	499921	485397	0.5	182.76311743545142	108
#	1	1	0	#	1	1	#	#	1	1	1	1000.0	0.00	23.42	1	1	0	219.5	499776	485403	0.6	219.5283018867924	53
0	1	0	0	1	#	#	0	0	0	#	1	0.0	0.13	29.97	1	1	0	146.9	499034	485408	0.7	146.92307692307693	26
#	#	#	1	1	1	1	1	0	#	1	1	1000.0	0.71	19.84	1	0	0	212.7	499960	485413	0.6	212.66129032258064	62
1	0	#	0	0	1	#	0	#	#	0	0	964.3	69.78	6.64	1	0	0	135.6	499766	485430	0.6	135.5535714285715	56
